缺陷类型,文件名,异常标签,峰峰值,峰度,偏度,标准差,方差,最大值,最小值,均值,小波能量,上升沿到峰值的距离,峰值到下降沿的距离,主要频率成分,频谱质心,频谱带宽,频谱熵,瞬时频率,短时能量,小波熵
Normal_Data_Peaks,filtered_Denoised_202503172100_peak1.csv,0,0.0183137039002395,-0.798990601686353,0.24191846443550372,0.0026279550511908397,6.906147751079449e-06,0.0090794667026952,-0.0092342371975443,-0.00021709444962834335,0.013906555502277772,985,1,1.0,-0.018460201992398582,246.37854946465677,10.30811795753604,36.97511678737368,0.0017383194377847207,0.015374190820389795
Normal_Data_Peaks,filtered_Denoised_202503172100_peak2.csv,0,0.0175065940031519,-1.1179320655683576,-0.7258824072927103,0.003149029385895561,9.916386073233773e-06,0.0090078488941656,-0.0084987451089863,0.0013501108774412595,0.023478370909237975,994,1,0.0,-0.01749840300756557,221.6400953923218,10.148012848086623,14.51465987404183,0.002934796363654745,0.016514862280949595
Normal_Data_Peaks,filtered_Denoised_202503172101_peak1.csv,0,0.0188509909054674,-1.7873641035952497,0.10699431204171865,0.003274812886122398,1.072439943911331e-05,0.0107128930930243,-0.0081380978124431,-9.285200770704175e-05,0.02146604186889709,999,1,4.5,-0.2455399478326905,245.05946726674398,10.260506878245074,16.939926128633573,0.0026832552336121347,0.020212443344094642
Normal_Data_Peaks,filtered_Denoised_202503172102_peak1.csv,0,0.0236794350930564,-1.409926203098788,0.5061484658109429,0.0032561315171363205,1.0602392456888476e-05,0.0119698382044973,-0.0117095968885591,-0.0007890259620841392,0.022449908851462568,1000,1,2.5,-0.1504223606737765,236.3955517493193,10.179334888965405,13.95643218268388,0.0028062386064328193,0.016426270780484566
Normal_Data_Peaks,filtered_Denoised_202503172103_peak1.csv,0,0.0170056906528527,-1.2029851960223248,-0.15620660592808455,0.002848848803666938,8.115939506154542e-06,0.0088663659948925,-0.0081393246579602,0.0005578499682303699,0.016854272186418346,1000,1,3.5,-0.12430049431789136,246.85063533459606,10.289166751801853,39.48521557913798,0.002106784023302292,0.01784702248051337
Normal_Data_Peaks,filtered_Denoised_202503172103_peak2.csv,0,0.0178622002424835,-1.5793602711537413,0.42375113810479037,0.0032844536989817493,1.0787636100754894e-05,0.0106406630177797,-0.0072215372247038,-0.0006270331249580611,0.022361613281099143,1000,1,1.5,-0.0784798189109695,237.22421437264066,10.180387704149313,14.456501128275209,0.0027952016601373916,0.01759413338810209
Normal_Data_Peaks,filtered_Denoised_202503172105_peak1.csv,0,0.0212668014213085,-1.6331220276888632,-0.09322789435460783,0.0033975524049852874,1.1543362344621309e-05,0.010869923832988,-0.0103968775883205,0.00030102459535481053,0.023267956303259684,988,1,2.0,-0.08844946368063851,246.218007052563,10.232303477708395,13.92832164998381,0.0029084945379074588,0.023058092282939507
Normal_Data_Peaks,filtered_Denoised_202503172105_peak2.csv,0,0.022916800620043802,-1.574337742463369,-0.07289428586593939,0.0033782867359310577,1.1412821270167719e-05,0.0112040813479175,-0.0117127192721263,8.772641187359836e-05,0.022841034387015877,1000,1,5.0,-0.12648033450586885,251.27796020433766,10.311497046427865,16.504130765727716,0.002855129298376984,0.025962464676647
Normal_Data_Peaks,filtered_Denoised_202503172107_peak1.csv,0,0.0178283671680741,-1.0780746852658287,-0.7925070705230145,0.0030617040894670663,9.374031931459357e-06,0.0102982758538314,-0.0075300913142427,0.001250933754222758,0.02187773437782641,1000,1,0.0,-0.1475566887455912,236.93332858123716,10.289333360644715,19.508348283471925,0.0027347167972283,0.020470947939951033
Normal_Data_Peaks,filtered_Denoised_202503172108_peak1.csv,0,0.0210347476341389,-0.7331074731382636,0.09374490839017799,0.0025459358209783175,6.481789204540539e-06,0.0124121634658286,-0.0086225841683103,-0.00010199397032251924,0.012984383949045384,907,1,1.0,-0.36594351067970077,246.68064064399857,10.322980281199813,45.97362663658368,0.0016230479936306722,0.013452189437605531
Normal_Data_Peaks,filtered_Denoised_202503172108_peak2.csv,0,0.017925854319137402,-1.3960047598625998,-0.12149015117362365,0.003097149001485162,9.592331937400535e-06,0.0093909108283363,-0.0085349434908011,0.00045891506230982457,0.019605869943630738,980,58,0.5,-0.2377679415708476,250.7577592776,10.278715308452337,19.981326290268836,0.002450733742953841,0.020062041153196517
Normal_Data_Peaks,filtered_Denoised_202503172109_peak1.csv,0,0.0288239858133221,-1.41228341241076,-0.165996740124507,0.0033367715738787163,1.1134044536245047e-05,0.0128385476627085,-0.0159854381506136,0.00023867604687317223,0.022382021583192115,1000,1,0.5,-0.556193810498261,250.41801631614317,10.25847609422542,14.11379689049821,0.0027977526978990126,0.02210052722129716
Normal_Data_Peaks,filtered_Denoised_202503172113_peak1.csv,0,0.0194460943290534,-1.5134325621074167,-0.4137540483535554,0.0032364503194568153,1.047461067031212e-05,0.0113322798868566,-0.0081138144421968,0.0007351747910487433,0.022030185287411377,911,6,5.5,-0.048371631720434446,241.6685011919297,10.20783451390385,15.50200303339263,0.002753773160926421,0.018141353341395362
Normal_Data_Peaks,filtered_Denoised_202503172113_peak2.csv,0,0.0200850293715895,-1.5403485406214614,0.4776474516313884,0.003171599029642027,1.0059040404826247e-05,0.0113775752905347,-0.0087074540810548,-0.0007997257913775101,0.02139720349244128,989,1,0.0,-0.20176118371182541,247.0216865444724,10.230110827248687,15.959139679944458,0.002674650436555158,0.02185678753367864
Normal_Data_Peaks,filtered_Denoised_202503172115_peak1.csv,0,0.0184880098867911,-1.686461401560188,-0.22072380715106413,0.003339959247843754,1.1155327777257016e-05,0.0094485107177344,-0.0090394991690567,0.00029953222256062415,0.022490094659218255,968,1,0.5,-0.40503915405867397,242.83211562035217,10.242296496062522,13.925545613914114,0.00281126183240228,0.016920179448597004
Normal_Data_Peaks,filtered_Denoised_202503172116_peak1.csv,0,0.0193248393979885,-1.599549617121574,0.37505439987356726,0.0032185630584500927,1.0359148161219615e-05,0.0098778310582337,-0.0094470083397548,-0.0005567852914509304,0.021338316043991435,958,1,3.0,-0.4932264191660777,241.25529145552227,10.276863488842618,19.447056969511955,0.002667289505498928,0.021938250456090456
Normal_Data_Peaks,filtered_Denoised_202503172117_peak1.csv,0,0.0184202316233818,-1.2410976550791644,0.7018595401406545,0.0031865103645171275,1.0153848303175076e-05,0.0112262219489747,-0.0071940096744071,-0.0009972450306584503,0.022296691908696115,966,1,2.5,-0.11675670145620798,236.24537719369954,10.129687101930184,11.455007515274332,0.0027870864885870122,0.017480915061797248
Normal_Data_Peaks,filtered_Denoised_202503172120_peak1.csv,0,0.0233429938305644,-1.5835495457798263,-0.3160964292981743,0.003254035963012262,1.058875004857714e-05,0.0112325189468245,-0.0121104748837399,0.0005246995806318773,0.021728119396984824,1000,1,5.5,-0.4738900626995165,247.33819099352309,10.264898403665935,18.001772378639004,0.002716014924623102,0.02039157315163306
Normal_Data_Peaks,filtered_Denoised_202503172121_peak1.csv,0,0.020174006338536297,-1.7062522883790385,-0.10058960068577752,0.0033776612638543326,1.1408595613342047e-05,0.0121735058974187,-0.0080005004411176,0.0003218009022358285,0.02302430286804369,988,1,0.5,-0.40566632151733867,250.0375338446583,10.212192135393451,13.447101637462668,0.0028780378585054603,0.021337147724354147
Normal_Data_Peaks,filtered_Denoised_202503172122_peak1.csv,0,0.0200870150635986,-1.4622429694537296,-0.5059438004621885,0.003228212643194144,1.0421356869678522e-05,0.0120905821906726,-0.007996432872926,0.0008275353594886037,0.02221234328176492,1000,1,4.0,-0.2647073504466912,233.94254224958496,10.070839270135128,12.503164925890127,0.0027765429102206136,0.0138431128994696
Normal_Data_Peaks,filtered_Denoised_202503172124_peak1.csv,0,0.018816574423741,-1.5899584945139846,0.42703488571650516,0.003225637405205813,1.0404736669862888e-05,0.0100013153254611,-0.0088152590982799,-0.0007224510021314868,0.021853344240687366,974,1,2.0,-0.09781666405107219,241.81634813710477,10.27778412334465,19.00721015191318,0.0027316680300859195,0.020755110500163633
Normal_Data_Peaks,filtered_Denoised_202503172125_peak1.csv,0,0.018181000422355098,-0.35501821258187194,-0.28661465451740464,0.002227876562249527,4.963433976620771e-06,0.0073914313995619,-0.0107895690227932,0.0003299423217362675,0.010144591824586987,966,1,1.0,-0.10809336338489338,255.36733288861316,10.377668319777367,51.000185674232974,0.0012680739780733723,0.015767160831179308
Normal_Data_Peaks,filtered_Denoised_202503172125_peak2.csv,0,0.016409278104004603,-1.5039217401769724,-0.1278090242276252,0.003034475906453419,9.208044026846299e-06,0.0080077124309911,-0.0084015656730135,0.00031651117614422237,0.018616446702941002,1000,2,2.0,-0.3840968547630448,242.93479276622318,10.349730777185556,33.83182073018804,0.002327055837867624,0.023770004269929215
Normal_Data_Peaks,filtered_Denoised_202503172125_peak3.csv,0,0.0146455724067985,-0.8075999044327005,0.6680027747283791,0.002551577411853206,6.510547288679504e-06,0.0070564200027618,-0.0075891524040367,-0.0010906593465923478,0.015400170197977509,1794,1,0.0,-0.02543798946954451,246.31772732550706,10.316034782866328,38.31517696319836,0.0019250212747471877,0.017050652360308387
Normal_Data_Peaks,filtered_Denoised_202503172125_peak4.csv,0,0.0162541340417717,-0.8526266408455263,0.19912486843605384,0.0023763840392080652,5.64720110180284e-06,0.0094542428733884,-0.0067998911683833,-0.0001913913383770186,0.011367663492417178,779,45,4.5,-0.20899874180151903,231.13277720710573,10.209155022997138,32.47858029435901,0.0014209579365521466,0.008672117657118217
Normal_Data_Peaks,filtered_Denoised_202503172125_peak5.csv,0,0.0129733100439503,-0.3457360318637921,-0.004031237231477512,0.0020254074305319203,4.102275259653915e-06,0.0080001667796811,-0.0049731432642692,0.000471958696936232,0.008650040542535327,184,2,0.0,-0.0057468419436846755,231.31747872353642,10.23376794719423,53.97302372439424,0.0010812550678169154,0.008215760160878155
Normal_Data_Peaks,filtered_Denoised_202503172127_peak1.csv,0,0.0173324608903737,-1.7978875256864386,-0.23548984680266277,0.003261771591940323,1.0639153917988907e-05,0.0105260378009685,-0.0068064230894052,0.0003522982962574933,0.021526536015069684,976,1,0.5,-0.1188783297701891,237.40688039606061,10.2062641028189,15.445874200504367,0.0026908170018837096,0.017409388381939714
Normal_Data_Peaks,filtered_Denoised_202503172127_peak2.csv,0,0.021891665510719402,-1.5980830257072194,0.39802469416947184,0.003304179581594949,1.0917602707428972e-05,0.0111589640061745,-0.0107327015045449,-0.0005449362340056017,0.022429116413122365,1000,1,1.5,-0.2253709525106747,227.8676088850141,10.041272499452457,9.942386084595013,0.0028036395516402948,0.012557694126451194
Normal_Data_Peaks,filtered_Denoised_202503172129_peak1.csv,0,0.0215314434930878,-1.0040951873721409,0.21110657743154201,0.0026896149765079868,7.234028721856058e-06,0.0130091251200447,-0.0085223183730431,-0.00028526857937767196,0.014630813768472438,1000,1,2.5,-0.3668068337256682,244.4146951641258,10.270307546022602,31.46413283098181,0.0018288517210590534,0.013797964225362966
Normal_Data_Peaks,filtered_Denoised_202503172129_peak2.csv,0,0.020754969387517197,-1.6658773463948535,0.27088130221718554,0.003375743112908855,1.1395641564351568e-05,0.0107062798235496,-0.0100486895639676,-0.000518649461630708,0.023329277656802795,991,1,1.5,-0.10636613180712924,249.57610784231832,10.277967541562104,19.497992209825146,0.002916159707100348,0.023756198004380894
Normal_Data_Peaks,filtered_Denoised_202503172130_peak1.csv,0,0.0220412500093066,-1.7895966207131029,-0.031995792749119144,0.0032824242023190373,1.0774308643969768e-05,0.010156290532938,-0.0118849594763686,8.740546509156539e-05,0.0215638967185953,1000,1,1.5,-0.030151631031698954,241.24727598949804,10.234909106988596,14.950866323073672,0.0026954870898244104,0.01897644509781778
Normal_Data_Peaks,filtered_Denoised_202503172130_peak2.csv,0,0.018403133443318898,-1.819759778512589,0.06287674924719396,0.0032530222397921245,1.058215369258217e-05,0.010826383223722,-0.0075767502195969,2.063301701204151e-05,0.02116515882794639,1000,1,0.5,-0.32111889040739694,249.29651562696657,10.149547210274974,12.501558398111642,0.002645644853493297,0.018299281651014507
Normal_Data_Peaks,filtered_Denoised_202503172132_peak1.csv,0,0.018278428981792598,-1.5695205497676452,0.4182031074783963,0.0033478106819733802,1.1207836362335069e-05,0.0103594578690867,-0.0079189711127059,-0.0006554634153502918,0.02327493730239549,1000,1,2.5,-0.16440500754070342,227.91716895844255,10.198104719007281,12.92028249438751,0.0029093671627994345,0.015240041438281417
Normal_Data_Peaks,filtered_Denoised_202503172132_peak2.csv,0,0.0218822875169574,-1.416764026748203,0.47933980424562783,0.003342919818269039,1.1175112911375906e-05,0.0121367765840704,-0.009745510932887,-0.0008312755243034911,0.023732263817363913,1000,1,2.0,-0.07498091315384649,243.9957644544441,10.249312308408722,15.946816587900935,0.0029665329771704878,0.02185051132375134
Normal_Data_Peaks,filtered_Denoised_202503172133_peak1.csv,0,0.018034255233005,-1.2607314322927818,-0.6453006937995799,0.0031790187875346625,1.0106160451498355e-05,0.0104461049886661,-0.0075881502443389,0.0011812579753105138,0.023003061711466113,976,1,0.0,-0.3857089528163665,246.18887667721853,10.301344765293278,17.9202534343257,0.0028753827139332624,0.02282382932043658
Normal_Data_Peaks,filtered_Denoised_202503172135_peak1.csv,0,0.020118678038531,-1.757945246859168,0.05514207872005311,0.0032904853894955457,1.0827294098483652e-05,0.0103629328161437,-0.0097557452223873,-6.067470959957055e-05,0.021661951037737305,1000,1,1.5,-0.26587920410265714,249.07107346026396,10.223154025432907,16.506908120062953,0.002707743879717161,0.0237276035051203
Normal_Data_Peaks,filtered_Denoised_202503172136_peak1.csv,0,0.0179531973045264,-1.6008228229049273,-0.418603525383135,0.0032736686916499283,1.0716906702688954e-05,0.0112042947550303,-0.0067489025494961,0.0007770819400129219,0.02264152608836641,1000,1,0.0,-0.4239803645237694,241.17020570900237,10.26461470049863,20.448721425810906,0.0028301907610458,0.022379520131711704
Normal_Data_Peaks,filtered_Denoised_202503172138_peak1.csv,0,0.014727281588825799,-1.1370376509531022,0.10716039335997747,0.00254730449099765,6.488760169856797e-06,0.0088479098097436,-0.0058793717790822,-0.00014406125063939806,0.013019027627585174,990,2,2.0,-0.34480309993269226,243.64742460997843,10.207334218330793,16.07894509058037,0.0016273784534481463,0.011393989071998761
Normal_Data_Peaks,filtered_Denoised_202503172138_peak2.csv,0,0.0161824714452595,-1.247062243322776,-0.1030671191477436,0.0027296915401509186,7.451215904371493e-06,0.0093096057873666,-0.0068728656578929,0.00013036641014812594,0.01493642261053281,1000,2,2.0,-0.031202398515416698,240.30529032167254,10.24121744613452,23.98637663268213,0.0018670528263166008,0.012932568541089467
Normal_Data_Peaks,filtered_Denoised_202503172138_peak3.csv,0,0.017756290249741,-1.904409119664916,-0.0753792755015727,0.0032393777005117388,1.049356788657272e-05,0.009662000374979,-0.008094289874762,7.80714514239403e-05,0.020999326076200333,1000,1,1.0,-0.06133405029804958,221.09870191555044,9.93637757062169,10.998873492869354,0.0026249157595250403,0.009128430487112125
Normal_Data_Peaks,filtered_Denoised_202503172140_peak1.csv,0,0.0211412181042379,-1.0802761319905203,-0.6257481796394484,0.0032149365912631255,1.0335817285842566e-05,0.0125312342284711,-0.0086099838757668,0.001366457024060902,0.0244060441688959,1000,1,0.0,-0.07860824737057688,237.85123975200761,10.118350474920883,12.999279048814465,0.0030507555211119865,0.01595999341218787
MOA_InsulDegrad_Peaks,filtered_denoised_202412161047_peak1.csv,1,0.15905699999999978,4.131091956874218,0.3190087498493176,0.017366227629895876,0.00030158586209335893,0.0762449999999999,-0.0828119999999999,-0.00032087100000000013,0.6033776405840002,480,21,17.0,-0.01593684863854979,119.32009277738719,8.857639176919328,16.96615698328376,0.07542220507299999,0.040835555542294025
MOA_InsulDegrad_Peaks,filtered_denoised_202412161048_peak1.csv,1,0.155696,7.962363364986838,-0.3099537403410614,0.013495931337058587,0.00018214016265459998,0.063057,-0.092639,-0.00014687999999999957,0.3643234727780001,751,4,16.5,-0.01926810591774821,127.46654260517226,9.176723092502023,15.442352678092192,0.04554043409724999,0.039436094186971506
MOA_InsulDegrad_Peaks,filtered_denoised_202412161048_peak2.csv,1,0.220792,13.48650384022418,0.015229588939895535,0.01649114341715307,0.000271957811205111,0.10422,-0.116572,0.0010796669999999996,0.5462469840720002,560,15,13.5,-0.006976371755896327,125.52315069673715,8.735429185585954,13.953155259844014,0.06828087300899999,0.027617702105851013
MOA_InsulDegrad_Peaks,filtered_denoised_202412161049_peak1.csv,1,0.073625,7.225769304434814,-0.2788263758004771,0.006948166366161937,4.827701585186398e-05,0.035572,-0.038053,0.0005214440000000001,0.09709783939400002,994,14,14.5,-0.014432297463526174,169.54143253915186,9.492721953815824,14.819088601105234,0.012137229924249995,0.017584034315108757
MOA_InsulDegrad_Peaks,filtered_denoised_202412161052_peak1.csv,1,1.145381,11.802431573715616,-0.4191828576191643,0.08891569218086141,0.0079060003160017,0.460304,-0.685077,0.000820800499999999,15.813348058925007,139,24,15.0,-0.0009143042544272194,73.82056029398596,8.624631672248082,16.4607259428067,1.9766685073656247,0.9484951124219348
MOA_InsulDegrad_Peaks,filtered_denoised_202412161053_peak1.csv,1,0.5361560000000001,6.782798049646641,0.24091532455860862,0.05705604213455367,0.0032553919440599633,0.252715,-0.283441,9.65059999999997e-05,6.510802514936003,19,16,13.5,-0.009021350447123185,84.1754397608602,8.0458219353408,14.486563958156143,0.813850314367,0.19358184221533395
MOA_InsulDegrad_Peaks,filtered_denoised_202412161054_peak1.csv,1,0.535979,13.614067443302666,0.4254197929514514,0.04251230669802426,0.001807296220786879,0.269693,-0.266286,0.000629011,3.6153837512500018,89,17,13.5,-0.01715602835059505,96.23699940722456,8.078863815951415,14.481292470671484,0.45192296890624994,0.09627225107317346
MOA_InsulDegrad_Peaks,filtered_denoised_202412161058_peak1.csv,1,0.035704,1.3983471071499904,0.05427018503380868,0.005001099617699191,2.5010997386150994e-05,0.018501,-0.017203,0.00036629299999999974,0.050290335896000016,1000,17,14.5,-0.047718771596969134,187.65260486820355,9.50668103838482,12.434225877193974,0.006286291986999998,0.009430370762966342
MOA_InsulDegrad_Peaks,filtered_denoised_202412161059_peak1.csv,1,0.172384,8.837419888836745,-0.018991913756279306,0.016808280272754734,0.0002825182857274759,0.083665,-0.088719,0.000513218,0.5655633568860002,531,17,15.0,-0.03621343488589799,122.13469211163081,8.72606016521349,13.452682247735101,0.07069541961074999,0.031015447724119495
MOA_InsulDegrad_Peaks,filtered_denoised_202412161100_peak1.csv,1,0.22264899999999999,8.51125192137662,-0.3027593638780363,0.019653737161236053,0.000386269384402951,0.088933,-0.133716,-0.0003889930000000003,0.7728413999140004,894,15,15.5,-0.04014535533023404,122.25971480387378,8.87617698345516,17.46031732466161,0.09660517498924996,0.04950861253908513
MOA_InsulDegrad_Peaks,filtered_denoised_202412161101_peak1.csv,1,0.685755,17.268944249132822,0.464099098607687,0.04957699873319864,0.0024578788033915795,0.341714,-0.344041,2.289549999999918e-05,4.915758655191003,88,15,13.5,-0.008157389565396727,84.06972941461065,8.135330485876517,12.41712745041044,0.6144698318988748,0.1428668093435261
MOA_InsulDegrad_Peaks,filtered_denoised_202412161102_peak1.csv,1,0.58865,20.066517138995984,0.20100550277176854,0.036192161193803814,0.0013098725318782787,0.260976,-0.327674,-0.00023206099999999917,2.6198527683720014,42,17,18.5,-0.011655707851589312,97.15721692564426,8.933394867022468,17.947532007215095,0.32748159604649996,0.21036146734841887
MOA_InsulDegrad_Peaks,filtered_denoised_202412161102_peak2.csv,1,0.214044,7.405028818340473,-0.04135947954906067,0.0201423515228711,0.0004057143248709077,0.087314,-0.12673,-0.00014985650000000052,0.8114735636830002,143,18,19.0,-0.0065752782835867855,120.32857844609083,9.127704294912032,20.460816180410504,0.10143419546037498,0.08706690973843528
MOA_InsulDegrad_Peaks,filtered_denoised_202412161103_peak1.csv,1,0.086011,9.400116422556152,-0.6033080260764284,0.00720021531456914,5.1843100576155976e-05,0.041111,-0.0449,0.0010700619999999999,0.10597626652000004,664,14,16.0,-0.12555206247128387,154.10196020372368,9.251743401028367,13.00340739224039,0.013247033314999993,0.012895172538937457
MOA_InsulDegrad_Peaks,filtered_denoised_202412161106_peak1.csv,1,0.021045,-1.6824009508687559,0.2280353688820905,0.0032441960292725453,1.0524807876347748e-05,0.011413,-0.009632,-0.0005055515000000001,0.021560780391000012,852,2,2.0,-0.06395703174305913,226.57067863252584,10.194072570677996,15.457984851685675,0.0026950975488749997,0.015231866912080762
MOA_InsulDegrad_Peaks,filtered_denoised_202412161108_peak1.csv,1,0.031752,0.45581743037778777,-0.08102482150797458,0.005117287113998367,2.6186627407093736e-05,0.014936,-0.016816,-0.0001155625000000003,0.05239996419699999,1000,13,14.5,-0.0866878130203329,197.62741361908925,9.674609191478975,10.918212327868293,0.0065499955246249965,0.01350912949624713
MOA_InsulDegrad_Peaks,filtered_denoised_202412161113_peak1.csv,1,0.038921,1.274118209709,0.39839409518499014,0.005519789368635363,3.0468074674099986e-05,0.020613,-0.018308,-0.00024062999999999976,0.061051954942,948,16,15.5,-0.09281835336919521,184.3221122872658,9.549125912964918,15.507899532008286,0.007631494367749995,0.012035626230719845
MOA_InsulDegrad_Peaks,filtered_denoised_202412161114_peak1.csv,1,0.09340799999999999,13.621878534271694,-0.8994945263955483,0.007727524576854091,5.9714636085884e-05,0.041879,-0.051529,0.0012885459999999996,0.12274997376000006,691,15,16.5,-0.046566737713851114,149.7771062851956,9.147535594953435,11.485901085055316,0.015343746719999996,0.012211440099134403
MOA_InsulDegrad_Peaks,filtered_denoised_202412161114_peak2.csv,1,0.092919,10.124325536487945,-0.07147086810570656,0.007418715498487591,5.503733964749999e-05,0.037697,-0.055222,-0.00040625000000000014,0.11040475742000005,951,20,3.0,-0.13729782868451898,163.52327326900752,9.598502129849761,17.430536810468524,0.013800594677499998,0.018706964089570746
MOA_InsulDegrad_Peaks,filtered_denoised_202412161115_peak1.csv,1,0.038477,1.447841323702269,0.101813473079083,0.005555904562533808,3.086807550798398e-05,0.021003,-0.017474,0.0001779960000000003,0.061799516167999995,1000,17,12.5,-0.16296090530636168,188.4624145590895,9.531931262933472,14.499347713976897,0.007724939520999996,0.013002836179029885
MOA_InsulDegrad_Peaks,filtered_denoised_202412161116_peak1.csv,1,0.035583000000000004,0.6034748646097516,0.013874051094701806,0.005508268687505266,3.034102393375098e-05,0.018436,-0.017147,0.0004118069999999998,0.061021217877999995,975,17,15.5,-0.010795058191048468,189.0068947805082,9.625112398766802,15.953329392947346,0.007627652234749996,0.012350095610215042
